br-data-accession,br-data-model-protein-accession,br-data-product-name,br-data-family-type,br-data-gene-symbol,br-data-ec-number,br-data-go-terms,br-data-complete_ident,br-data-complete-wp-coverage,br-data-complete-br-coverage,br-data-hits-number,br-data-date
NBR001697,WP_057901383.1,ISNCY-like element ISBva1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001698,WP_015201155.1,ISNCY-like element ISCep2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001699,WP_040531065.1,ISNCY-like element ISGrh1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2025-03-29
NBR001700,WP_041040195.1,ISNCY-like element ISTca1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001701,WP_076611624.1,ISNCY-like element ISNfl1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001702,WP_041684032.1,ISNCY-like element ISRel10 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,9,2023-10-03
NBR001703,WP_009383740.1,ISNCY-like element ISCpo1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001704,WP_013402019.1,ISNCY-like element ISCahy1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR001705,WP_076612244.1,ISNCY-like element ISRjo3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,6,2023-10-03
NBR001706,WP_007278401.1,ISNCY-like element ISLar6 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001707,WP_420107026.1,ISNCY-like element ISDph1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2025-03-20
NBR001708,WP_002646603.1,ISNCY-like element ISPlma1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001709,WP_034396197.1,ISNCY-like element ISMipa1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2025-03-29
NBR001710,WP_076611850.1,ISNCY-like element ISDssp5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001711,WP_076611867.1,ISNCY-like element ISEnu1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR001712,WP_070065843.1,ISNCY-like element ISCku10 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001713,WP_013965111.1,ISNCY-like element ISNtsp2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001714,WP_007277838.1,ISNCY-like element ISLar7 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR001715,WP_012506971.1,ISNCY-like element ISPph5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001716,WP_076611888.1,ISNCY-like element ISCph14 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001717,WP_011777053.1,ISNCY-like element ISAau5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001718,"WP_007919957,WP_076611833.1",ISNCY family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001719,WP_076611851.1,ISNCY-like element ISTni4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001720,WP_022771644.1,ISNCY-like element ISSymo1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001721,WP_011084703.1,ISNCY-like element ISBj12 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,9,2023-10-03
NBR001722,WP_076611968.1,ISNCY-like element ISSbr1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001723,WP_046851888.1,ISNCY-like element ISNco1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001724,WP_012276301.1,ISNCY-like element ISShha1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR001725,WP_040729516.1,ISNCY-like element ISThma1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2025-03-29
NBR001726,WP_076611819.1,ISNCY-like element ISMags1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001727,WP_014556346.1,ISNCY-like element ISHwa15 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001728,WP_044608440.1,ISNCY-like element ISMamu1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001729,WP_076611173.1,ISNCY-like element ISPa4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,16,2023-10-03
NBR001730,WP_004041381.1,ISNCY-like element ISHvo14 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001731,WP_010890539.1,ISNCY-like element ISH7A family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR001732,WP_010890496.1,ISNCY-like element ISH7B family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR001733,"WP_005567703,WP_005578814.1",RTX family leukotoxin LtxA,BlastRuleEquivalog,ltxA,,,85,80,90,17,2021-02-02
NBR001735,WP_076611076.1,IS5-like element ISThsp21 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001736,WP_076611079.1,IS5-like element ISAli9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001737,WP_086896517.1,IS5-like element ISCARN38 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001738,WP_076611091.1,IS5-like element ISFw1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001739,WP_076611094.1,IS5-like element ISAva8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001740,WP_076611102.1,IS5-like element ISPan1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001741,WP_076611113.1,IS5-like element ISAae1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001742,WP_076611121.1,IS5-like element ISAzba7 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,6,2023-10-03
NBR001743,WP_012455796.1,IS5-like element ISMpo8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001744,WP_011416657.1,IS5-like element ISSac2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001745,WP_048112468.1,IS5-like element ISMte1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001746,WP_002617905.1,IS5-like element ISStau10 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR001747,WP_086896516.1,IS5-like element ISCARN30 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001749,WP_076611130.1,IS5-like element ISPrst3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR001750,WP_007268373.1,IS5-like element ISStsp6 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001751,WP_008745670.1,IS5-like element ISStsp8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001752,WP_037295186.1,IS5-like element ISRosp6 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2025-02-13
NBR001753,WP_012445727.1,IS5-like element ISXoo5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,96,2023-10-03
NBR001754,WP_034576516.1,IS5-like element ISCca3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001755,"WP_012492354,WP_086558249.1",IS5-like element IS402 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,51,2023-10-03
NBR001757,WP_001118343.1,IS5-like element ISVbsp3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,11,2023-10-03
NBR001758,WP_025243904.1,IS5-like element ISSoEn1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,68,2023-10-03
NBR001759,WP_011410900.1,IS5-like element ISSgl1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001760,WP_032491235.1,IS5-like element ISEcl3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,7,2023-10-03
NBR001761,WP_076611154.1,IS5-like element ISPst8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR001762,WP_076611155.1,IS5-like element ISPs1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,14,2023-10-03
NBR001763,WP_076611157.1,IS5-like element ISLru1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001764,WP_086558006.1,IS5-like element ISCARN14 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001765,WP_076611167.1,IS5-like element ISAzs9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001766,WP_015766379.1,IS5-like element ISCap2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001767,WP_076611171.1,IS5-like element ISPaen3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001768,WP_086558216.1,IS5-like element ISCARN82 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001769,WP_076611178.1,IS5-like element ISPmar3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
